Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity,norm_name,is_aroma,Aroma Description
Nonanal,SYMFONIA.csv,SYMFONIA,12.1019333333333,253,12.102,57,7881663.69871914,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,SYMFONIA.csv,SYMFONIA,13.7321166666667,301,13.732,57,2156289.27292276,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,SYMFONIA.csv,SYMFONIA,19.33005,485,19.336,181,115223.00023492063,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",VE 71-105.csv,VE 71-105,2.88985,32,2.895,44,3190893.4712492167,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,VE 71-105.csv,VE 71-105,9.33663333333333,166,9.348,76,141644.64210038583,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,VE 71-105.csv,VE 71-105,9.54885,172,9.542,79,323736.1367898537,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,VE 71-105.csv,VE 71-105,9.7482,179,9.751,43,173803.18418085677,hexanol,True,"Green, grassy, herbaceous"
Octanal,VE 71-105.csv,VE 71-105,10.2176333333333,196,10.218,43,3107477.378273432,octanal,True,"Citrus, fruity, green"
Hexanol,VE 71-105.csv,VE 71-105,10.72245,210,10.731,70,1463385.0886108696,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,VE 71-105.csv,VE 71-105,11.47485,234,11.478,105,3665121.725217885,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,VE 71-105.csv,VE 71-105,12.1018333333333,253,12.102,57,17845007.637012742,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,VE 71-105.csv,VE 71-105,13.2947333333333,288,13.292,106,370569.68542260746,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,VE 71-105.csv,VE 71-105,13.7320166666667,301,13.732,57,6305181.120014818,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,VE 71-105.csv,VE 71-105,18.1692166666667,447,18.182,51,590242.8558980498,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Acetophenone,VE 71-105.csv,VE 71-105,19.3331666666667,485,19.336,181,750264.0850596495,acetophenone,True,"Floral, sweet, almond-like"
Octanoic acid,VE 71-105.csv,VE 71-105,20.50035,525,20.506,73,1662519.9951042917,octanoicacid,True,"Fatty, soapy, rancid"
Hexanoic acid,VE 71-105.csv,VE 71-105,22.1401833333333,582,22.134,105,3705348.359093747,hexanoicacid,True,"Fatty, sweaty, rancid"
Hexanoic acid,VE 71-105.csv,VE 71-105,22.2945166666667,588,22.3,71,198480.4660982481,hexanoicacid,True,"Fatty, sweaty, rancid"
"Butanal, 3-methyl-",ARIZONA.csv,ARIZONA,2.89318333333333,32,2.895,44,3825388.525553569,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,ARIZONA.csv,ARIZONA,5.29740469185326,89,5.289,56,2132347.28447954,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,ARIZONA.csv,ARIZONA,9.33829139177429,166,9.348,76,167532.65212711738,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,ARIZONA.csv,ARIZONA,9.54896666666667,172,9.542,79,265087.7171238397,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,ARIZONA.csv,ARIZONA,9.75153333333333,179,9.751,43,165339.02110682402,hexanol,True,"Green, grassy, herbaceous"
Octanal,ARIZONA.csv,ARIZONA,10.21775,196,10.218,43,2768684.408111443,octanal,True,"Citrus, fruity, green"
Hexanol,ARIZONA.csv,ARIZONA,10.7225666666667,210,10.731,70,1351144.308244985,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,ARIZONA.csv,ARIZONA,11.47495,234,11.478,105,4131542.751888286,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,ARIZONA.csv,ARIZONA,12.10195,253,12.102,57,13369009.18360675,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,ARIZONA.csv,ARIZONA,13.3141333333333,289,13.321,60,165795.15575240194,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,ARIZONA.csv,ARIZONA,13.7321333333333,301,13.732,57,6305523.156872383,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,ARIZONA.csv,ARIZONA,18.1693333333333,447,18.182,51,441834.4521473285,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Ethyl pentanoate,ARIZONA.csv,ARIZONA,18.8349,468,18.822,65,1399254.3776610554,ethylpentanoate,True,"Fruity, sweet"
Acetophenone,ARIZONA.csv,ARIZONA,19.3300666666667,485,19.336,181,349342.9001886734,acetophenone,True,"Floral, sweet, almond-like"
Octanoic acid,ARIZONA.csv,ARIZONA,20.4811666666667,524,20.481,60,1193346.8292041218,octanoicacid,True,"Fatty, soapy, rancid"
Hexanoic acid,ARIZONA.csv,ARIZONA,22.4554,593,22.444,57,463463.6037907623,hexanoicacid,True,"Fatty, sweaty, rancid"
Benzaldehyde,DIAMANT.csv,DIAMANT,9.33363333333333,165,9.322,85,15264.663584898972,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,DIAMANT.csv,DIAMANT,9.54905,172,9.542,79,228265.23296740372,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,DIAMANT.csv,DIAMANT,10.21785,196,10.218,43,3595516.8139098478,octanal,True,"Citrus, fruity, green"
Hexanol,DIAMANT.csv,DIAMANT,10.7251817367025,210,10.731,70,1148490.4419074364,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,DIAMANT.csv,DIAMANT,11.4718333333333,234,11.478,105,3626165.964162607,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,DIAMANT.csv,DIAMANT,12.10205,253,12.102,57,17773519.331448838,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,DIAMANT.csv,DIAMANT,13.266,287,13.269,76,179483.11024646598,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,DIAMANT.csv,DIAMANT,13.7322333333333,301,13.732,57,5049558.856868086,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,DIAMANT.csv,DIAMANT,18.1694166666667,447,18.182,51,448570.8334936828,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Acetophenone,DIAMANT.csv,DIAMANT,19.3301666666667,485,19.336,181,293869.9671552659,acetophenone,True,"Floral, sweet, almond-like"
Octanoic acid,DIAMANT.csv,DIAMANT,20.50055,525,20.506,73,1532569.2861603685,octanoicacid,True,"Fatty, soapy, rancid"
Octanoic acid,DIAMANT.csv,DIAMANT,21.4941,561,21.485,57,923456.7693804974,octanoicacid,True,"Fatty, soapy, rancid"
Propanoic acid,DIAMANT.csv,DIAMANT,22.2979333333333,588,22.3,71,209136.65544818167,propanoicacid,True,"Sour, pungent"
Hexanoic acid,DIAMANT.csv,DIAMANT,22.4715666666667,594,22.472,43,778515.8152173181,hexanoicacid,True,"Fatty, sweaty, rancid"
Benzyl alcohol,AVENGER.csv,AVENGER,2.16663333333333,9,2.157,56,82403.105888661,benzylalcohol,True,"Floral, sweet, mild"
Benzaldehyde,AVENGER.csv,AVENGER,9.33686666666667,166,9.348,76,80107.66082568857,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,AVENGER.csv,AVENGER,9.75486666666667,179,9.751,43,126207.1903203717,hexanol,True,"Green, grassy, herbaceous"
Octanal,AVENGER.csv,AVENGER,10.2206973574432,196,10.218,43,2219151.4807359898,octanal,True,"Citrus, fruity, green"
Hexanol,AVENGER.csv,AVENGER,10.7226833333333,210,10.731,70,1774053.8778307235,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,AVENGER.csv,AVENGER,11.4783,234,11.478,105,1305980.7409886096,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,AVENGER.csv,AVENGER,12.1020666666667,253,12.102,57,11315501.293694066,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,AVENGER.csv,AVENGER,13.73225,301,13.732,57,2977963.422798682,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,AVENGER.csv,AVENGER,19.3301833333333,485,19.336,181,269461.2344493614,acetophenone,True,"Floral, sweet, almond-like"
Propanal,CARRERA.csv,CARRERA,1.99931666666667,3,1.987,37,223090.35704240043,propanal,True,"Sharp, pungent, green"
"Butanal, 3-methyl-",CARRERA.csv,CARRERA,2.89318333333333,32,2.895,44,3385131.464591263,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Heptanal,CARRERA.csv,CARRERA,7.95606385847193,132,7.959,70,1280617.839341198,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,CARRERA.csv,CARRERA,9.33675,166,9.348,76,146794.6245088714,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,CARRERA.csv,CARRERA,9.54896666666667,172,9.542,79,522543.58904709714,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,CARRERA.csv,CARRERA,9.75153333333333,179,9.751,43,191439.88202828917,hexanol,True,"Green, grassy, herbaceous"
Octanal,CARRERA.csv,CARRERA,10.21775,196,10.218,43,4445765.877244062,octanal,True,"Citrus, fruity, green"
Hexanol,CARRERA.csv,CARRERA,10.7257833333333,210,10.731,70,2629108.5114880227,hexanol,True,"Green, grassy, herbaceous"
Nonanal,CARRERA.csv,CARRERA,12.1051666666667,253,12.102,57,19280504.639314525,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,CARRERA.csv,CARRERA,13.7289166666667,301,13.732,57,5549715.64364851,decanal,True,"Citrus, fatty, waxy, potato-like"
Methyl butanoate,CARRERA.csv,CARRERA,17.1822166666667,415,17.185,57,409971.8209809413,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,CARRERA.csv,CARRERA,19.3300666666667,485,19.336,181,512564.0193945669,acetophenone,True,"Floral, sweet, almond-like"
Pentanal,EVEREST.csv,EVEREST,3.3113,46,3.315,44,2730745.4205290424,pentanal,True,"Fatty, green, pungent"
Hexanal,EVEREST.csv,EVEREST,5.29493095921073,89,5.289,56,9251999.28654753,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,EVEREST.csv,EVEREST,9.33688333333333,166,9.348,76,180995.00593193976,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,EVEREST.csv,EVEREST,9.5491,172,9.542,79,243413.3062068744,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,EVEREST.csv,EVEREST,10.2211,196,10.218,43,2706092.9116333616,octanal,True,"Citrus, fruity, green"
Hexanol,EVEREST.csv,EVEREST,10.7348671256124,210,10.731,70,997387.9420291984,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,EVEREST.csv,EVEREST,11.4751,234,11.478,105,3454042.405666602,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,EVEREST.csv,EVEREST,12.1020833333333,253,12.102,57,13338020.427739749,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,EVEREST.csv,EVEREST,13.2371,286,13.243,78,181932.68473227663,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,EVEREST.csv,EVEREST,13.7322666666667,301,13.732,57,5283449.301148434,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,EVEREST.csv,EVEREST,18.16625,447,18.182,51,457225.4037653898,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Acetophenone,EVEREST.csv,EVEREST,19.3302,485,19.336,181,387421.2164470437,acetophenone,True,"Floral, sweet, almond-like"
Octanoic acid,EVEREST.csv,EVEREST,20.4780833333333,524,20.481,60,1364500.3022994674,octanoicacid,True,"Fatty, soapy, rancid"
"Butanal, 3-methyl-",EVORA.csv,EVORA,2.8960097181148,32,2.895,44,3434770.9941576743,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,EVORA.csv,EVORA,9.33799735234731,166,9.348,76,148039.6751449257,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,EVORA.csv,EVORA,9.54896666666667,172,9.542,79,383137.0101978315,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,EVORA.csv,EVORA,10.2209666666667,196,10.218,43,2214623.2056224374,octanal,True,"Citrus, fruity, green"
Hexanol,EVORA.csv,EVORA,10.7342711910049,210,10.731,70,1204451.9293162436,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,EVORA.csv,EVORA,11.4717333333333,234,11.478,105,3524050.6415297803,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,EVORA.csv,EVORA,12.10195,253,12.102,57,12181438.063798243,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,EVORA.csv,EVORA,13.2659166666667,287,13.269,76,185927.1522320434,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,EVORA.csv,EVORA,13.7321333333333,301,13.732,57,4575543.22751433,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,EVORA.csv,EVORA,18.1693166666667,447,18.182,51,503030.1932341358,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Acetophenone,EVORA.csv,EVORA,19.3300666666667,485,19.336,181,457491.7716625431,acetophenone,True,"Floral, sweet, almond-like"
Benzaldehyde,FENWAY RED.csv,FENWAY RED,2.97685,35,2.98,78,6045169.251482179,benzaldehyde,True,"Almond, cherry, sweet"
Hexanal,FENWAY RED.csv,FENWAY RED,5.29191666666667,89,5.289,56,2806276.7546730894,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,FENWAY RED.csv,FENWAY RED,9.33683333333333,166,9.348,76,233177.7312419058,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,FENWAY RED.csv,FENWAY RED,10.2178333333333,196,10.218,43,3234921.8174895397,octanal,True,"Citrus, fruity, green"
Hexanol,FENWAY RED.csv,FENWAY RED,10.7258666666667,210,10.731,70,1208044.957943441,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,FENWAY RED.csv,FENWAY RED,11.4750333333333,234,11.478,105,3384079.684985722,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,FENWAY RED.csv,FENWAY RED,12.1020333333333,253,12.102,57,15539094.999323042,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,FENWAY RED.csv,FENWAY RED,13.7322166666667,301,13.732,57,8207201.690917878,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,FENWAY RED.csv,FENWAY RED,16.5295833333333,391,16.533,57,1440858.7535050386,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,FENWAY RED.csv,FENWAY RED,18.1694166666667,447,18.182,51,498458.3106651479,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Acetophenone,FENWAY RED.csv,FENWAY RED,19.33015,485,19.336,181,401544.24256619887,acetophenone,True,"Floral, sweet, almond-like"
Propanal,LADY CLAIRE.csv,LADY CLAIRE,1.99918333333333,3,1.987,37,81036.60742484355,propanal,True,"Sharp, pungent, green"
"2-Propanone, 1-methoxy-",LADY CLAIRE.csv,LADY CLAIRE,2.17281666666667,10,2.183,45,10906495.244460642,2propanone1methoxy,True,"Solvent, ether-like"
Acetic acid,LADY CLAIRE.csv,LADY CLAIRE,2.46541666666667,21,2.473,43,3256589.640836526,aceticacid,True,"Vinegar-like, sour"
"Butanal, 3-methyl-",LADY CLAIRE.csv,LADY CLAIRE,2.89305,32,2.895,44,1845931.113743806,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
"2-Propanone, 1-methoxy-",LADY CLAIRE.csv,LADY CLAIRE,2.97665,35,2.98,78,4048841.858254925,2propanone1methoxy,True,"Solvent, ether-like"
Pentanal,LADY CLAIRE.csv,LADY CLAIRE,3.31426666666667,46,3.315,44,391713.1893094314,pentanal,True,"Fatty, green, pungent"
"2,3-Pentanedione",LADY CLAIRE.csv,LADY CLAIRE,3.93483333333333,56,3.915,45,215694.1086979319,23pentanedione,True,"Creamy, buttery, sweet"
Butanoic acid,LADY CLAIRE.csv,LADY CLAIRE,4.77725,75,4.742,88,7410.144408184973,butanoicacid,True,"Rancid, cheesy, sweaty"
Ethyl hexanoate,LADY CLAIRE.csv,LADY CLAIRE,5.06341666666667,83,5.07,55,24938.997245358816,ethylhexanoate,True,"Apple, pineapple, sweet"
Hexanal,LADY CLAIRE.csv,LADY CLAIRE,5.29491666666667,89,5.289,56,1180927.013557156,hexanal,True,"Green, grassy, fresh-cut potato"
Furfural,LADY CLAIRE.csv,LADY CLAIRE,6.21773333333333,98,6.221,39,37059.12295803187,furfural,True,"Sweet, almond, caramel"
Methanethiol,LADY CLAIRE.csv,LADY CLAIRE,6.41708333333333,103,6.418,60,16982.13911590606,methanethiol,True,"Sulfurous, cabbage, cooked potato"
Methyl butanoate,LADY CLAIRE.csv,LADY CLAIRE,6.8383,109,6.828,63,27679.008236175912,methylbutanoate,True,"Apple, fruity, sweet"
Ethyl pentanoate,LADY CLAIRE.csv,LADY CLAIRE,6.97655,111,6.96,91,103122.1698346032,ethylpentanoate,True,"Fruity, sweet"
Octanoic acid,LADY CLAIRE.csv,LADY CLAIRE,7.42348333333333,118,7.39,102,33870.21842230095,octanoicacid,True,"Fatty, soapy, rancid"
Heptanal,LADY CLAIRE.csv,LADY CLAIRE,7.95723333333333,132,7.959,70,747239.5174314391,heptanal,True,"Fatty, citrus-like, slightly green"
Methional,LADY CLAIRE.csv,LADY CLAIRE,8.0762,133,8.094,109,4161.387399798898,methional,True,"Cooked potato, meaty, sulfurous (key potato note)"
Benzaldehyde,LADY CLAIRE.csv,LADY CLAIRE,9.33661666666667,166,9.348,76,137914.9402991096,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,LADY CLAIRE.csv,LADY CLAIRE,9.54883333333333,172,9.542,79,207571.7760852559,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,LADY CLAIRE.csv,LADY CLAIRE,9.7514,179,9.751,43,116647.06828783016,hexanol,True,"Green, grassy, herbaceous"
Octanal,LADY CLAIRE.csv,LADY CLAIRE,10.2176333333333,196,10.218,43,2699071.7797043626,octanal,True,"Citrus, fruity, green"
Hexanol,LADY CLAIRE.csv,LADY CLAIRE,10.72245,210,10.731,70,1235899.74932409,hexanol,True,"Green, grassy, herbaceous"
Octanal,LADY CLAIRE.csv,LADY CLAIRE,11.35265,230,11.337,91,123225.55917937116,octanal,True,"Citrus, fruity, green"
Acetophenone,LADY CLAIRE.csv,LADY CLAIRE,11.4748333333333,234,11.478,105,1404874.7220141287,acetophenone,True,"Floral, sweet, almond-like"
Benzeneacetaldehyde,LADY CLAIRE.csv,LADY CLAIRE,11.5809333333333,238,11.585,105,115251.0973814904,benzeneacetaldehyde,True,"Honey, floral, sweet"
Nonanal,LADY CLAIRE.csv,LADY CLAIRE,12.1018333333333,253,12.102,57,13023554.658415277,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Octanoic acid,LADY CLAIRE.csv,LADY CLAIRE,12.4330166666667,261,12.427,74,135659.9103734837,octanoicacid,True,"Fatty, soapy, rancid"
Hexanoic acid,LADY CLAIRE.csv,LADY CLAIRE,13.0985833333333,281,13.095,77,277454.81901070167,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,LADY CLAIRE.csv,LADY CLAIRE,13.17575,284,13.179,57,610407.9631074932,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,LADY CLAIRE.csv,LADY CLAIRE,13.5262333333333,295,13.533,128,209472.97227547903,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,LADY CLAIRE.csv,LADY CLAIRE,13.6194833333333,298,13.616,57,346528.97337188147,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,LADY CLAIRE.csv,LADY CLAIRE,13.7320166666667,301,13.732,57,4835136.114093865,decanal,True,"Citrus, fatty, waxy, potato-like"
2-Methylthiazole,LADY CLAIRE.csv,LADY CLAIRE,14.1435833333333,313,14.134,97,94362.58442483404,2methylthiazole,True,"Nutty, roasted"
Octanoic acid,LADY CLAIRE.csv,LADY CLAIRE,14.2336166666667,316,14.224,102,354544.80379056744,octanoicacid,True,"Fatty, soapy, rancid"
"2-Propanone, 1-methoxy-",LADY CLAIRE.csv,LADY CLAIRE,14.2818333333333,318,14.288,45,57176.59523754208,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",LADY CLAIRE.csv,LADY CLAIRE,14.3493666666667,320,14.343,71,118814.07987131596,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Octanoic acid,LADY CLAIRE.csv,LADY CLAIRE,14.6001666666667,329,14.6,73,293632.5902960273,octanoicacid,True,"Fatty, soapy, rancid"
"Butanal, 3-methyl-",LADY CLAIRE.csv,LADY CLAIRE,14.6773333333333,333,14.681,102,205846.6165793125,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
2-Nonanone,LADY CLAIRE.csv,LADY CLAIRE,15.0020833333333,342,15.002,58,142546.46546251446,2nonanone,True,"Fatty, floral, soapy"
Decanal,LADY CLAIRE.csv,LADY CLAIRE,15.1885666666667,348,15.192,57,885065.679021565,decanal,True,"Citrus, fatty, waxy, potato-like"
Methyl butanoate,LADY CLAIRE.csv,LADY CLAIRE,15.5165333333333,359,15.523,129,121705.48241061394,methylbutanoate,True,"Apple, fruity, sweet"
Octanoic acid,LADY CLAIRE.csv,LADY CLAIRE,15.8702166666667,370,15.874,95,3735.3786238414746,octanoicacid,True,"Fatty, soapy, rancid"
Acetophenone,LADY CLAIRE.csv,LADY CLAIRE,16.29465,384,16.292,87,272855.8606338888,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,LADY CLAIRE.csv,LADY CLAIRE,16.3428833333333,386,16.349,58,156499.13305854166,3octanone,True,"Mushroom, earthy, fatty"
Tetramethylpyrazine,LADY CLAIRE.csv,LADY CLAIRE,16.3846833333333,387,16.385,57,721231.857695922,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Decanal,LADY CLAIRE.csv,LADY CLAIRE,16.5293666666667,391,16.533,57,980364.8984233484,decanal,True,"Citrus, fatty, waxy, potato-like"
Benzeneacetaldehyde,LADY CLAIRE.csv,LADY CLAIRE,16.9827333333333,407,16.989,167,90520.58379042464,benzeneacetaldehyde,True,"Honey, floral, sweet"
Methyl butanoate,LADY CLAIRE.csv,LADY CLAIRE,17.1820833333333,415,17.185,57,284181.1807170377,methylbutanoate,True,"Apple, fruity, sweet"
Methanethiol,LADY CLAIRE.csv,LADY CLAIRE,17.7126166666667,433,17.713,57,145627.1074374132,methanethiol,True,"Sulfurous, cabbage, cooked potato"
Decanal,LADY CLAIRE.csv,LADY CLAIRE,17.7769333333333,435,17.783,57,888150.7219135723,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,LADY CLAIRE.csv,LADY CLAIRE,18.1724166666667,447,18.182,51,126758.6154328691,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Octanoic acid,LADY CLAIRE.csv,LADY CLAIRE,18.2913833333333,450,18.275,241,27345.41871946545,octanoicacid,True,"Fatty, soapy, rancid"
Decanal,LADY CLAIRE.csv,LADY CLAIRE,18.9505333333333,473,18.954,57,623726.0184566912,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,LADY CLAIRE.csv,LADY CLAIRE,19.32995,485,19.336,181,273746.60625634505,acetophenone,True,"Floral, sweet, almond-like"
Ethyl pentanoate,LADY CLAIRE.csv,LADY CLAIRE,19.928,506,19.936,197,128377.27274482306,ethylpentanoate,True,"Fruity, sweet"
Octanoic acid,LADY CLAIRE.csv,LADY CLAIRE,20.4714,524,20.481,60,600453.9687948847,octanoicacid,True,"Fatty, soapy, rancid"
3-Octanone,LADY CLAIRE.csv,LADY CLAIRE,20.8990333333333,539,20.903,57,692368.8829413845,3octanone,True,"Mushroom, earthy, fatty"
Benzeneacetaldehyde,LADY CLAIRE.csv,LADY CLAIRE,22.0790666666667,581,22.076,178,183512.84244471815,benzeneacetaldehyde,True,"Honey, floral, sweet"
Hexanoic acid,LADY CLAIRE.csv,LADY CLAIRE,22.13695,582,22.134,105,748205.0786447143,hexanoicacid,True,"Fatty, sweaty, rancid"
Dimethyl disulfide,LADY CLAIRE.csv,LADY CLAIRE,22.42955,592,22.421,55,37701.65685565359,dimethyldisulfide,True,"Garlic, onion, sulfurous"
Isovaleric acid,LADY CLAIRE.csv,LADY CLAIRE,23.0469,615,23.031,77,188200.3543069597,isovalericacid,True,"Sweaty, cheesy, foot-like"
"Butanal, 3-methyl-",RANGER RUSSET.csv,RANGER RUSSET,2.89018333333333,32,2.895,44,3353130.831367347,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,RANGER RUSSET.csv,RANGER RUSSET,9.33775803769801,166,9.348,76,160830.8127054739,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,RANGER RUSSET.csv,RANGER RUSSET,9.5524,172,9.542,79,200658.7335380603,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,RANGER RUSSET.csv,RANGER RUSSET,9.75175,179,9.751,43,181349.46057850152,hexanol,True,"Green, grassy, herbaceous"
Octanal,RANGER RUSSET.csv,RANGER RUSSET,10.2179666666667,196,10.218,43,2755263.1513228216,octanal,True,"Citrus, fruity, green"
Hexanol,RANGER RUSSET.csv,RANGER RUSSET,10.7351737121752,210,10.731,70,937236.2270473216,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,RANGER RUSSET.csv,RANGER RUSSET,11.4751833333333,234,11.478,105,3258426.859830849,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,RANGER RUSSET.csv,RANGER RUSSET,12.1021666666667,253,12.102,57,14843326.63030608,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,RANGER RUSSET.csv,RANGER RUSSET,13.2436166666667,286,13.243,78,196920.826594674,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,RANGER RUSSET.csv,RANGER RUSSET,13.7291333333333,301,13.732,57,4311438.27332363,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,RANGER RUSSET.csv,RANGER RUSSET,18.16955,447,18.182,51,475832.2520081839,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Acetophenone,RANGER RUSSET.csv,RANGER RUSSET,19.3302833333333,485,19.336,181,332624.0242423234,acetophenone,True,"Floral, sweet, almond-like"
Hexanoic acid,RANGER RUSSET.csv,RANGER RUSSET,22.1405166666667,582,22.134,105,2017824.221656305,hexanoicacid,True,"Fatty, sweaty, rancid"
"Butanal, 3-methyl-",RICKEY RUSSET.csv,RICKEY RUSSET,2.89008333333333,32,2.895,44,1903995.7437327956,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,RICKEY RUSSET.csv,RICKEY RUSSET,9.33686666666667,166,9.348,76,225145.721079439,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,RICKEY RUSSET.csv,RICKEY RUSSET,9.54908333333333,172,9.542,79,200850.35021081395,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,RICKEY RUSSET.csv,RICKEY RUSSET,9.75165,179,9.751,43,213306.1581552261,hexanol,True,"Green, grassy, herbaceous"
Octanal,RICKEY RUSSET.csv,RICKEY RUSSET,10.2178833333333,196,10.218,43,4041170.8759398,octanal,True,"Citrus, fruity, green"
